Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,AgeWhenStarted,AvgYearsPerCompany,StabilityInRole,LoyaltyToManager,CompanyLoyalty,PromotionFrequency,AvgTrainingPerYear,IncomePerKm,AvgMonthlyIncomePerYear,AgeGroup
28,0.0,Travel_Frequently,773,Research & Development,6,3,Life Sciences,3,Male,39,2,1,Research Scientist,3,Divorced,2703,22088,1,Yes,14,3,4,1,3,2,3,3,1,0,2,25,3.0,0.3333333333333333,0.6666666666666666,1.0,3.0,0.6666666666666666,128.83333333333334,901.0,26-30
27,0.0,Travel_Rarely,798,Research & Development,6,4,Medical,1,Female,66,2,1,Research Scientist,3,Divorced,2187,5013,0,No,12,3,3,2,6,5,2,5,3,0,3,21,40.0,0.6,0.6,0.8333333333333334,5.0,1.0,133.0,437.4,26-30
46,0.0,Travel_Rarely,991,Human Resources,1,2,Life Sciences,4,Female,44,3,1,Human Resources,1,Single,3423,22957,6,No,12,3,3,0,10,3,4,7,6,5,7,36,1.6666666666666667,0.8571428571428571,1.0,0.7,1.1666666666666667,0.42857142857142855,991.0,489.0,41-50
40,1.0,Non-Travel,1479,Sales,24,3,Life Sciences,2,Female,100,4,4,Sales Executive,2,Single,13194,17071,4,Yes,16,3,4,0,22,2,2,1,0,0,0,18,5.5,0.0,0.0,0.045454545454545456,1.0,2.0,61.625,13194.0,36-40
55,0.0,Travel_Rarely,282,Research & Development,2,2,Medical,4,Female,58,1,5,Manager,3,Married,19187,6992,4,No,14,3,4,1,23,5,3,19,9,9,11,32,5.75,0.47368421052631576,0.5789473684210527,0.8260869565217391,1.9,0.2631578947368421,141.0,1009.8421052631579,51-65
26,0.0,Travel_Rarely,1349,Research & Development,23,3,Life Sciences,1,Female,90,3,1,Research Scientist,4,Divorced,2886,3032,1,No,22,4,2,2,3,3,1,3,2,0,2,23,3.0,0.6666666666666666,0.6666666666666666,1.0,3.0,1.0,58.65217391304348,962.0,26-30
35,0.0,Travel_Frequently,636,Research & Development,4,4,Other,4,Male,47,2,1,Laboratory Technician,4,Married,2376,26537,1,No,13,3,2,1,2,2,4,2,2,2,2,33,2.0,1.0,1.0,1.0,0.6666666666666666,1.0,159.0,1188.0,31-35
42,0.0,Travel_Rarely,622,Research & Development,2,4,Life Sciences,3,Female,81,3,2,Healthcare Representative,4,Married,4089,5718,1,No,13,3,2,2,10,4,3,10,2,2,2,32,10.0,0.2,0.2,1.0,3.3333333333333335,0.4,311.0,408.9,41-50
40,0.0,Travel_Rarely,107,Sales,10,3,Technical Degree,2,Female,84,2,2,Sales Executive,2,Divorced,6852,11591,7,No,12,3,2,1,7,2,4,5,1,1,3,33,1.0,0.2,0.6,0.7142857142857143,2.5,0.4,10.7,1370.4,36-40
19,0.0,Travel_Rarely,1181,Research & Development,3,1,Medical,2,Female,79,3,1,Laboratory Technician,2,Single,1483,16102,1,No,14,3,4,0,1,3,3,1,0,0,0,18,1.0,0.0,0.0,1.0,1.0,3.0,393.6666666666667,1483.0,15-25
39,1.0,Non-Travel,592,Research & Development,2,3,Life Sciences,1,Female,54,2,1,Laboratory Technician,1,Single,3646,17181,2,Yes,23,4,2,0,11,2,4,1,0,0,0,28,5.5,0.0,0.0,0.09090909090909091,1.0,2.0,296.0,3646.0,36-40
49,0.0,Travel_Rarely,1490,Research & Development,7,4,Life Sciences,3,Male,35,3,3,Healthcare Representative,2,Divorced,10466,20948,3,No,14,3,2,2,29,3,3,8,7,0,7,20,9.666666666666666,0.875,0.875,0.27586206896551724,8.0,0.375,212.85714285714286,1308.25,41-50
20,0.0,Travel_Rarely,959,Research & Development,1,3,Life Sciences,4,Female,83,2,1,Research Scientist,2,Single,2836,11757,1,No,13,3,4,0,1,0,4,1,0,0,0,19,1.0,0.0,0.0,1.0,1.0,0.0,959.0,2836.0,15-25
32,0.0,Travel_Rarely,906,Sales,7,3,Life Sciences,4,Male,91,2,2,Sales Executive,3,Married,5484,16985,1,No,14,3,3,1,13,3,2,13,8,4,8,19,13.0,0.6153846153846154,0.6153846153846154,1.0,2.6,0.23076923076923078,129.42857142857142,421.84615384615387,31-35
36,0.0,Non-Travel,635,Sales,10,4,Medical,2,Male,32,3,3,Sales Executive,4,Single,9980,15318,1,No,14,3,4,0,10,3,2,10,3,9,7,26,10.0,0.3,0.7,1.0,1.0,0.3,63.5,998.0,36-40
43,0.0,Travel_Frequently,394,Sales,26,2,Life Sciences,3,Male,92,3,4,Manager,4,Married,16959,19494,1,Yes,12,3,4,2,25,3,4,25,12,4,12,18,25.0,0.48,0.48,1.0,5.0,0.12,15.153846153846153,678.36,41-50
26,0.0,Travel_Frequently,575,Research & Development,1,2,Life Sciences,1,Female,71,1,1,Laboratory Technician,4,Divorced,4364,5288,3,No,14,3,1,1,5,2,3,2,2,2,0,21,1.6666666666666667,1.0,0.0,0.4,0.6666666666666666,1.0,575.0,2182.0,26-30
27,1.0,Travel_Rarely,1420,Sales,2,1,Marketing,3,Male,85,3,1,Sales Representative,1,Divorced,3041,16346,0,No,11,3,2,1,5,3,3,4,3,0,2,22,40.0,0.75,0.5,0.8,4.0,0.75,710.0,760.25,26-30
42,0.0,Travel_Frequently,1474,Research & Development,5,2,Other,2,Male,97,3,1,Laboratory Technician,3,Married,2093,9260,4,No,17,3,4,1,8,4,3,2,2,2,0,34,2.0,1.0,0.0,0.25,0.6666666666666666,2.0,294.8,1046.5,41-50
34,0.0,Travel_Rarely,1326,Sales,3,3,Other,4,Male,81,1,2,Sales Executive,1,Single,4759,15891,3,No,18,3,4,0,15,2,3,13,9,3,12,19,5.0,0.6923076923076923,0.9230769230769231,0.8666666666666667,3.25,0.15384615384615385,442.0,366.0769230769231,31-35
55,1.0,Travel_Rarely,267,Sales,13,4,Marketing,1,Male,85,4,4,Sales Executive,3,Single,13695,9277,6,Yes,17,3,3,0,24,2,2,19,7,3,8,31,4.0,0.3684210526315789,0.42105263157894735,0.7916666666666666,4.75,0.10526315789473684,20.53846153846154,720.7894736842105,51-65
42,0.0,Travel_Rarely,1265,Research & Development,3,3,Life Sciences,3,Female,95,4,2,Laboratory Technician,4,Married,5231,23726,2,Yes,13,3,2,1,17,1,2,5,3,1,3,25,8.5,0.6,0.6,0.29411764705882354,2.5,0.2,421.6666666666667,1046.2,41-50
33,0.0,Travel_Frequently,970,Sales,7,3,Life Sciences,4,Female,30,3,2,Sales Executive,2,Married,4302,13401,0,No,17,3,3,1,4,3,3,3,2,0,2,29,40.0,0.6666666666666666,0.6666666666666666,0.75,3.0,1.0,138.57142857142858,1434.0,31-35
30,0.0,Travel_Rarely,1358,Research & Development,24,1,Life Sciences,4,Male,67,3,1,Laboratory Technician,3,Divorced,2693,13335,1,No,22,4,2,1,1,2,3,1,0,0,0,29,1.0,0.0,0.0,1.0,1.0,2.0,56.583333333333336,2693.0,26-30
35,0.0,Travel_Rarely,982,Research & Development,1,4,Medical,4,Male,58,2,1,Laboratory Technician,3,Married,2258,16340,6,No,12,3,2,1,10,2,3,8,0,1,7,25,1.6666666666666667,0.0,0.875,0.8,4.0,0.25,982.0,282.25,31-35
42,0.0,Travel_Rarely,647,Sales,4,4,Marketing,2,Male,45,3,2,Sales Executive,1,Single,5155,2253,7,No,13,3,4,0,9,3,4,6,4,1,5,33,1.2857142857142858,0.6666666666666666,0.8333333333333334,0.6666666666666666,3.0,0.5,161.75,859.1666666666666,41-50
40,0.0,Travel_Frequently,1469,Research & Development,9,4,Medical,4,Male,35,3,1,Research Scientist,2,Divorced,3617,25063,8,Yes,14,3,4,1,3,2,3,1,1,0,0,37,0.375,1.0,0.0,0.3333333333333333,1.0,2.0,163.22222222222223,3617.0,36-40
34,0.0,Travel_Rarely,304,Sales,2,3,Other,4,Male,60,3,2,Sales Executive,4,Single,6274,18686,1,No,22,4,3,0,6,5,3,6,5,1,4,28,6.0,0.8333333333333334,0.6666666666666666,1.0,3.0,0.8333333333333334,152.0,1045.6666666666667,31-35
50,0.0,Travel_Rarely,1099,Research & Development,29,4,Life Sciences,2,Male,88,2,4,Manager,3,Married,17046,9314,0,No,15,3,2,1,28,2,3,27,10,15,7,22,40.0,0.37037037037037035,0.25925925925925924,0.9642857142857143,1.6875,0.07407407407407407,37.89655172413793,631.3333333333334,41-50
45,0.0,Travel_Rarely,1316,Research & Development,29,3,Medical,3,Male,83,3,1,Research Scientist,4,Single,3452,9752,5,No,13,3,2,0,9,2,2,6,5,0,3,36,1.8,0.8333333333333334,0.5,0.6666666666666666,6.0,0.3333333333333333,45.37931034482759,575.3333333333334,41-50
21,1.0,Travel_Rarely,156,Sales,12,3,Life Sciences,3,Female,90,4,1,Sales Representative,2,Single,2716,25422,1,No,15,3,4,0,1,0,3,1,0,0,0,20,1.0,0.0,0.0,1.0,1.0,0.0,13.0,2716.0,15-25
37,0.0,Travel_Rarely,1017,Research & Development,1,2,Medical,3,Female,83,2,1,Research Scientist,1,Married,3920,18697,2,No,14,3,1,1,17,2,2,3,1,0,2,20,8.5,0.3333333333333333,0.6666666666666666,0.17647058823529413,3.0,0.6666666666666666,1017.0,1306.6666666666667,36-40
33,0.0,Travel_Frequently,508,Sales,10,3,Marketing,2,Male,46,2,2,Sales Executive,4,Single,4682,4317,3,No,14,3,3,0,9,6,2,7,7,0,1,24,3.0,1.0,0.14285714285714285,0.7777777777777778,7.0,0.8571428571428571,50.8,668.8571428571429,31-35
47,0.0,Travel_Rarely,202,Research & Development,2,2,Other,3,Female,33,3,4,Manager,4,Married,16752,12982,1,Yes,11,3,3,1,26,3,2,26,14,3,0,21,26.0,0.5384615384615384,0.0,1.0,6.5,0.11538461538461539,101.0,644.3076923076923,41-50
30,1.0,Travel_Frequently,448,Sales,12,4,Life Sciences,2,Male,74,2,1,Sales Representative,1,Married,2033,14470,1,No,18,3,3,1,1,2,4,1,0,0,0,29,1.0,0.0,0.0,1.0,1.0,2.0,37.333333333333336,2033.0,26-30
27,0.0,Travel_Rarely,608,Research & Development,1,2,Life Sciences,3,Female,68,3,3,Manufacturing Director,1,Married,7412,6009,1,No,11,3,4,0,9,3,3,9,7,0,7,18,9.0,0.7777777777777778,0.7777777777777778,1.0,9.0,0.3333333333333333,608.0,823.5555555555555,26-30
50,0.0,Non-Travel,881,Research & Development,2,4,Life Sciences,1,Male,98,3,4,Manager,1,Divorced,17924,4544,1,No,11,3,4,1,31,3,3,31,6,14,7,19,31.0,0.1935483870967742,0.22580645161290322,1.0,2.066666666666667,0.0967741935483871,440.5,578.1935483870968,41-50
29,1.0,Travel_Rarely,805,Research & Development,1,2,Life Sciences,2,Female,36,2,1,Laboratory Technician,1,Married,2319,6689,1,Yes,11,3,4,1,1,1,3,1,0,0,0,28,1.0,0.0,0.0,1.0,1.0,1.0,805.0,2319.0,26-30
36,0.0,Travel_Rarely,329,Sales,16,4,Marketing,3,Female,98,2,2,Sales Executive,1,Married,5647,13494,4,No,13,3,1,2,11,3,2,3,2,0,2,25,2.75,0.6666666666666666,0.6666666666666666,0.2727272727272727,3.0,1.0,20.5625,1882.3333333333333,36-40
45,0.0,Travel_Rarely,1339,Research & Development,7,3,Life Sciences,2,Male,59,3,3,Research Scientist,1,Divorced,9724,18787,2,No,17,3,3,1,25,2,3,1,0,0,0,20,12.5,0.0,0.0,0.04,1.0,2.0,191.28571428571428,9724.0,41-50
50,1.0,Travel_Frequently,562,Sales,8,2,Technical Degree,2,Male,50,3,2,Sales Executive,3,Married,6796,23452,3,Yes,14,3,1,1,18,4,3,4,3,1,3,32,6.0,0.75,0.75,0.2222222222222222,2.0,1.0,70.25,1699.0,41-50
33,0.0,Travel_Frequently,827,Research & Development,1,4,Other,3,Female,84,4,2,Healthcare Representative,2,Married,5488,20161,1,Yes,13,3,1,1,6,2,3,6,5,1,2,27,6.0,0.8333333333333334,0.3333333333333333,1.0,3.0,0.3333333333333333,827.0,914.6666666666666,31-35
46,0.0,Travel_Rarely,150,Research & Development,2,4,Technical Degree,4,Male,60,3,2,Manufacturing Director,4,Divorced,7379,17433,2,No,11,3,3,1,12,3,2,6,3,1,4,34,6.0,0.5,0.6666666666666666,0.5,3.0,0.5,75.0,1229.8333333333333,41-50
54,0.0,Travel_Rarely,397,Human Resources,19,4,Medical,3,Male,88,3,3,Human Resources,2,Married,10725,6729,2,No,15,3,3,1,16,1,4,9,7,7,1,38,8.0,0.7777777777777778,0.1111111111111111,0.5625,1.125,0.1111111111111111,20.894736842105264,1191.6666666666667,51-65
47,0.0,Travel_Rarely,249,Sales,2,2,Marketing,3,Female,35,3,2,Sales Executive,4,Married,4537,17783,0,Yes,22,4,1,1,8,2,3,7,6,7,7,39,40.0,0.8571428571428571,1.0,0.875,0.875,0.2857142857142857,124.5,648.1428571428571,41-50
33,0.0,Travel_Rarely,1216,Sales,8,4,Marketing,3,Male,39,3,2,Sales Executive,3,Divorced,7104,20431,0,No,12,3,4,0,6,3,3,5,0,1,2,27,40.0,0.0,0.4,0.8333333333333334,2.5,0.6,152.0,1420.8,31-35
35,0.0,Travel_Rarely,607,Research & Development,9,3,Life Sciences,4,Female,66,2,3,Manufacturing Director,3,Married,10685,23457,1,Yes,20,4,2,1,17,2,3,17,14,5,15,18,17.0,0.8235294117647058,0.8823529411764706,1.0,2.8333333333333335,0.11764705882352941,67.44444444444444,628.5294117647059,31-35
39,0.0,Non-Travel,439,Research & Development,9,3,Life Sciences,3,Male,70,3,2,Laboratory Technician,2,Single,6782,8770,9,No,15,3,3,0,9,2,2,5,4,0,3,30,1.0,0.8,0.6,0.5555555555555556,5.0,0.4,48.77777777777778,1356.4,36-40
38,0.0,Travel_Rarely,688,Research & Development,23,4,Life Sciences,4,Male,82,3,2,Healthcare Representative,4,Divorced,5745,18899,9,No,14,3,2,1,10,2,3,2,2,1,2,28,1.1111111111111112,1.0,1.0,0.2,1.0,1.0,29.91304347826087,2872.5,36-40
54,0.0,Travel_Rarely,1082,Sales,2,4,Life Sciences,3,Female,41,2,3,Sales Executive,3,Married,10686,8392,6,No,11,3,2,1,13,4,3,9,4,7,0,41,2.1666666666666665,0.4444444444444444,0.0,0.6923076923076923,1.125,0.4444444444444444,541.0,1187.3333333333333,51-65
37,0.0,Travel_Rarely,1305,Research & Development,10,4,Life Sciences,3,Male,49,3,2,Manufacturing Director,2,Single,4197,21123,2,Yes,12,3,4,0,18,2,2,1,0,0,1,19,9.0,0.0,1.0,0.05555555555555555,1.0,2.0,130.5,4197.0,36-40
20,0.0,Travel_Rarely,805,Research & Development,3,3,Life Sciences,1,Male,87,2,1,Laboratory Technician,3,Single,3033,12828,1,No,12,3,1,0,2,2,2,2,2,1,2,18,2.0,1.0,1.0,1.0,1.0,1.0,268.3333333333333,1516.5,15-25
40,0.0,Travel_Frequently,720,Research & Development,16,4,Medical,1,Male,51,2,2,Laboratory Technician,3,Single,5094,11983,6,No,14,3,4,0,10,6,3,1,0,0,0,30,1.6666666666666667,0.0,0.0,0.1,1.0,6.0,45.0,5094.0,36-40
51,0.0,Travel_Frequently,237,Sales,9,3,Life Sciences,4,Male,83,3,5,Manager,2,Divorced,19847,19196,4,Yes,24,4,1,1,31,5,2,29,10,11,10,20,7.75,0.3448275862068966,0.3448275862068966,0.9354838709677419,2.4166666666666665,0.1724137931034483,26.333333333333332,684.3793103448276,51-65
34,1.0,Travel_Frequently,658,Research & Development,7,3,Life Sciences,1,Male,66,1,2,Laboratory Technician,3,Single,6074,22887,1,Yes,24,4,4,0,9,3,3,9,7,0,6,25,9.0,0.7777777777777778,0.6666666666666666,1.0,9.0,0.3333333333333333,94.0,674.8888888888889,31-35
34,0.0,Travel_Rarely,401,Research & Development,1,3,Life Sciences,4,Female,86,2,1,Laboratory Technician,2,Married,3294,3708,5,No,17,3,1,1,7,2,2,5,4,0,2,27,1.4,0.8,0.4,0.7142857142857143,5.0,0.4,401.0,658.8,31-35
42,0.0,Travel_Rarely,319,Research & Development,24,3,Medical,4,Male,56,3,3,Manufacturing Director,1,Married,7406,6950,1,Yes,21,4,4,1,10,5,2,10,9,5,8,32,10.0,0.9,0.8,1.0,1.6666666666666667,0.5,13.291666666666666,740.6,41-50
30,0.0,Non-Travel,990,Research & Development,7,3,Technical Degree,3,Male,64,3,1,Research Scientist,3,Divorced,1274,7152,1,No,13,3,2,2,1,2,2,1,0,0,0,29,1.0,0.0,0.0,1.0,1.0,2.0,141.42857142857142,1274.0,26-30
50,0.0,Travel_Rarely,1452,Research & Development,11,3,Life Sciences,3,Female,53,3,5,Manager,2,Single,19926,17053,3,No,15,3,2,0,21,5,3,5,4,4,4,29,7.0,0.8,0.8,0.23809523809523808,1.0,1.0,132.0,3985.2,41-50
31,0.0,Travel_Rarely,1082,Research & Development,1,4,Medical,3,Male,87,3,1,Research Scientist,2,Single,2501,18775,1,No,17,3,2,0,1,4,3,1,1,1,0,30,1.0,1.0,0.0,1.0,0.5,4.0,1082.0,2501.0,31-35
41,0.0,Travel_Frequently,1200,Research & Development,22,3,Life Sciences,4,Female,75,3,2,Research Scientist,4,Divorced,5467,13953,3,Yes,14,3,1,2,12,4,2,6,2,3,3,29,4.0,0.3333333333333333,0.5,0.5,1.5,0.6666666666666666,54.54545454545455,911.1666666666666,41-50
41,0.0,Travel_Frequently,857,Research & Development,10,3,Life Sciences,4,Male,91,2,4,Manager,1,Divorced,17181,12888,4,No,13,3,2,1,21,2,2,7,6,7,7,20,5.25,0.8571428571428571,1.0,0.3333333333333333,0.875,0.2857142857142857,85.7,2454.4285714285716,41-50
52,0.0,Travel_Rarely,1053,Research & Development,1,2,Life Sciences,4,Male,70,3,4,Manager,4,Married,17099,13829,2,No,15,3,2,1,26,2,2,9,8,7,8,26,13.0,0.8888888888888888,0.8888888888888888,0.34615384615384615,1.125,0.2222222222222222,1053.0,1899.888888888889,51-65
40,0.0,Travel_Rarely,523,Research & Development,2,3,Life Sciences,3,Male,98,3,2,Research Scientist,4,Single,4661,22455,1,No,13,3,3,0,9,4,3,9,8,8,8,31,9.0,0.8888888888888888,0.8888888888888888,1.0,1.0,0.4444444444444444,261.5,517.8888888888889,36-40
49,0.0,Travel_Frequently,636,Research & Development,10,4,Life Sciences,3,Female,35,3,5,Research Director,1,Single,18665,25594,9,Yes,11,3,4,0,22,4,3,3,2,1,2,27,2.4444444444444446,0.6666666666666666,0.6666666666666666,0.13636363636363635,1.5,1.3333333333333333,63.6,6221.666666666667,41-50
27,0.0,Travel_Rarely,205,Sales,10,3,Marketing,4,Female,98,2,2,Sales Executive,4,Married,5769,7100,1,Yes,11,3,4,0,6,3,3,6,2,4,4,21,6.0,0.3333333333333333,0.6666666666666666,1.0,1.2,0.5,20.5,961.5,26-30
38,0.0,Travel_Rarely,371,Research & Development,2,3,Life Sciences,4,Male,45,3,1,Research Scientist,4,Single,3944,4306,5,Yes,11,3,3,0,6,3,3,3,2,1,2,32,1.2,0.6666666666666666,0.6666666666666666,0.5,1.5,1.0,185.5,1314.6666666666667,36-40
51,0.0,Travel_Frequently,541,Sales,2,3,Marketing,2,Male,52,3,3,Sales Executive,2,Married,10596,15395,2,No,11,3,2,0,14,5,3,4,2,3,2,37,7.0,0.5,0.5,0.2857142857142857,1.0,1.25,270.5,2649.0,51-65
40,0.0,Travel_Rarely,896,Research & Development,2,3,Medical,3,Male,68,3,1,Research Scientist,3,Divorced,2345,8045,2,No,14,3,3,1,8,3,4,3,1,1,2,32,4.0,0.3333333333333333,0.6666666666666666,0.375,1.5,1.0,448.0,781.6666666666666,36-40
29,0.0,Travel_Rarely,1401,Research & Development,6,1,Medical,2,Female,54,3,1,Laboratory Technician,4,Married,3131,26342,1,No,13,3,1,1,10,5,3,10,8,0,8,19,10.0,0.8,0.8,1.0,10.0,0.5,233.5,313.1,26-30
40,0.0,Travel_Rarely,658,Sales,10,4,Marketing,1,Male,67,2,3,Sales Executive,2,Divorced,9705,20652,2,No,12,3,2,1,11,2,2,1,0,0,0,29,5.5,0.0,0.0,0.09090909090909091,1.0,2.0,65.8,9705.0,36-40
30,0.0,Travel_Rarely,317,Research & Development,2,3,Life Sciences,3,Female,43,1,2,Manufacturing Director,4,Single,6091,24793,2,No,20,4,3,0,11,2,3,5,4,0,2,19,5.5,0.8,0.4,0.45454545454545453,5.0,0.4,158.5,1218.2,26-30
29,0.0,Travel_Rarely,232,Research & Development,19,3,Technical Degree,4,Male,34,3,2,Manufacturing Director,4,Divorced,4262,22645,4,No,12,3,2,2,8,2,4,3,2,1,2,21,2.0,0.6666666666666666,0.6666666666666666,0.375,1.5,0.6666666666666666,12.210526315789474,1420.6666666666667,26-30
35,0.0,Travel_Rarely,662,Sales,1,5,Marketing,3,Male,94,3,3,Sales Executive,2,Married,7295,11439,1,No,13,3,1,2,10,3,3,10,8,0,6,25,10.0,0.8,0.6,1.0,10.0,0.3,662.0,729.5,31-35
45,0.0,Travel_Rarely,1234,Sales,11,2,Life Sciences,4,Female,90,3,4,Manager,4,Married,17650,5404,3,No,13,3,2,1,26,4,4,9,3,1,1,19,8.666666666666666,0.3333333333333333,0.1111111111111111,0.34615384615384615,4.5,0.4444444444444444,112.18181818181819,1961.111111111111,41-50
43,0.0,Travel_Frequently,1082,Research & Development,27,3,Life Sciences,3,Female,83,3,3,Manufacturing Director,1,Married,10820,11535,8,No,11,3,3,1,18,1,3,8,7,0,1,25,2.25,0.875,0.125,0.4444444444444444,8.0,0.125,40.074074074074076,1352.5,41-50
47,0.0,Travel_Rarely,359,Research & Development,2,4,Medical,1,Female,82,3,4,Research Director,3,Married,17169,26703,3,No,19,3,2,2,26,2,4,20,17,5,6,21,8.666666666666666,0.85,0.3,0.7692307692307693,3.3333333333333335,0.1,179.5,858.45,41-50
51,0.0,Travel_Rarely,1405,Research & Development,11,2,Technical Degree,4,Female,82,2,4,Manufacturing Director,2,Single,13142,24439,3,No,16,3,2,0,29,1,2,5,2,0,3,22,9.666666666666666,0.4,0.6,0.1724137931034483,5.0,0.2,127.72727272727273,2628.4,51-65
46,0.0,Travel_Rarely,566,Research & Development,7,2,Medical,4,Male,75,3,3,Manufacturing Director,3,Divorced,10845,24208,6,No,13,3,2,1,13,3,3,8,7,0,7,33,2.1666666666666665,0.875,0.875,0.6153846153846154,8.0,0.375,80.85714285714286,1355.625,41-50
44,1.0,Travel_Rarely,1376,Human Resources,1,2,Medical,2,Male,91,2,3,Human Resources,1,Married,10482,2326,9,No,14,3,4,1,24,1,3,20,6,3,6,20,2.6666666666666665,0.3,0.3,0.8333333333333334,5.0,0.05,1376.0,524.1,41-50
29,0.0,Travel_Rarely,694,Research & Development,1,3,Life Sciences,4,Female,87,2,4,Research Director,4,Divorced,16124,3423,3,No,14,3,2,2,9,2,2,7,7,1,7,20,3.0,1.0,1.0,0.7777777777777778,3.5,0.2857142857142857,694.0,2303.4285714285716,26-30
46,0.0,Travel_Rarely,526,Sales,1,2,Marketing,2,Female,92,3,3,Sales Executive,1,Divorced,10453,2137,1,No,25,4,3,3,24,2,3,24,13,15,7,22,24.0,0.5416666666666666,0.2916666666666667,1.0,1.5,0.08333333333333333,526.0,435.5416666666667,41-50
29,1.0,Travel_Rarely,341,Sales,1,3,Medical,2,Female,48,2,1,Sales Representative,3,Divorced,2800,23522,6,Yes,19,3,3,3,5,3,3,3,2,0,2,24,0.8333333333333334,0.6666666666666666,0.6666666666666666,0.6,3.0,1.0,341.0,933.3333333333334,26-30
40,0.0,Travel_Rarely,759,Sales,2,2,Marketing,4,Female,46,3,2,Sales Executive,2,Divorced,5715,22553,7,No,12,3,3,2,8,5,3,5,4,1,3,32,1.1428571428571428,0.8,0.6,0.625,2.5,1.0,379.5,1143.0,36-40
30,1.0,Travel_Frequently,334,Sales,26,4,Marketing,3,Female,52,2,2,Sales Executive,1,Single,6696,22967,5,No,15,3,3,0,9,5,2,6,3,0,1,21,1.8,0.5,0.16666666666666666,0.6666666666666666,6.0,0.8333333333333334,12.846153846153847,1116.0,26-30
42,0.0,Travel_Rarely,932,Research & Development,1,2,Life Sciences,4,Female,43,2,2,Manufacturing Director,4,Married,6062,4051,9,Yes,13,3,4,1,8,4,3,4,3,0,2,34,0.8888888888888888,0.75,0.5,0.5,4.0,1.0,932.0,1515.5,41-50
41,0.0,Non-Travel,509,Research & Development,2,4,Other,1,Female,62,2,2,Healthcare Representative,3,Single,6811,2112,2,Yes,17,3,1,0,10,3,3,8,7,0,7,31,5.0,0.875,0.875,0.8,8.0,0.375,254.5,851.375,41-50
42,0.0,Non-Travel,495,Research & Development,2,1,Life Sciences,3,Male,37,3,4,Manager,3,Married,17861,26582,0,Yes,13,3,4,0,21,3,2,20,8,2,10,21,40.0,0.4,0.5,0.9523809523809523,6.666666666666667,0.15,247.5,893.05,41-50
25,0.0,Travel_Rarely,622,Sales,13,1,Medical,2,Male,40,3,1,Sales Representative,3,Married,2096,26376,1,No,11,3,3,0,7,1,3,7,4,0,6,18,7.0,0.5714285714285714,0.8571428571428571,1.0,7.0,0.14285714285714285,47.84615384615385,299.42857142857144,15-25
31,1.0,Travel_Rarely,1365,Sales,13,4,Medical,2,Male,46,3,2,Sales Executive,1,Divorced,4233,11512,2,No,17,3,3,0,9,2,1,3,1,1,2,22,4.5,0.3333333333333333,0.6666666666666666,0.3333333333333333,1.5,0.6666666666666666,105.0,1411.0,31-35
41,0.0,Travel_Rarely,483,Research & Development,6,3,Medical,4,Male,95,2,2,Manufacturing Director,2,Single,6032,10110,6,Yes,15,3,4,0,8,3,3,5,4,1,2,33,1.3333333333333333,0.8,0.4,0.625,2.5,0.6,80.5,1206.4,41-50
36,0.0,Travel_Rarely,429,Research & Development,2,4,Life Sciences,3,Female,53,3,2,Manufacturing Director,2,Single,5410,2323,9,Yes,11,3,4,0,18,2,3,16,14,5,12,18,2.0,0.875,0.75,0.8888888888888888,2.6666666666666665,0.125,214.5,338.125,36-40
38,0.0,Travel_Frequently,471,Research & Development,12,3,Life Sciences,1,Male,45,2,2,Healthcare Representative,1,Divorced,6288,4284,2,No,15,3,3,1,13,3,2,4,3,1,2,25,6.5,0.75,0.5,0.3076923076923077,2.0,0.75,39.25,1572.0,36-40
35,0.0,Travel_Rarely,1258,Research & Development,1,4,Life Sciences,4,Female,40,4,1,Research Scientist,3,Single,2506,13301,3,No,13,3,3,0,7,0,3,2,2,2,2,28,2.3333333333333335,1.0,1.0,0.2857142857142857,0.6666666666666666,0.0,1258.0,1253.0,31-35
45,0.0,Non-Travel,1050,Sales,9,4,Life Sciences,2,Female,65,2,2,Sales Executive,3,Married,5593,17970,1,No,13,3,4,1,15,2,3,15,10,4,12,30,15.0,0.6666666666666666,0.8,1.0,3.0,0.13333333333333333,116.66666666666667,372.8666666666667,41-50
47,0.0,Travel_Frequently,217,Sales,3,3,Medical,4,Female,49,3,4,Sales Executive,3,Divorced,13770,10225,9,Yes,12,3,4,2,28,2,2,22,2,11,13,19,3.111111111111111,0.09090909090909091,0.5909090909090909,0.7857142857142857,1.8333333333333333,0.09090909090909091,72.33333333333333,625.9090909090909,41-50
56,0.0,Travel_Rarely,718,Research & Development,4,4,Technical Degree,4,Female,92,3,5,Manager,1,Divorced,19943,18575,4,No,13,3,4,1,28,2,3,5,2,4,2,28,7.0,0.4,0.4,0.17857142857142858,1.0,0.4,179.5,3988.6,51-65
